Date,Country/Region,Confirmed,Recovered,Deaths
2/13/20,Burkina Faso,0,0,0
2/14/20,Burkina Faso,0,0,0
2/15/20,Burkina Faso,0,0,0
2/16/20,Burkina Faso,0,0,0
2/17/20,Burkina Faso,0,0,0
2/18/20,Burkina Faso,0,0,0
2/19/20,Burkina Faso,0,0,0
2/20/20,Burkina Faso,0,0,0
2/21/20,Burkina Faso,0,0,0
2/22/20,Burkina Faso,0,0,0
2/23/20,Burkina Faso,0,0,0
2/24/20,Burkina Faso,0,0,0
2/25/20,Burkina Faso,0,0,0
2/26/20,Burkina Faso,0,0,0
2/27/20,Burkina Faso,0,0,0
2/28/20,Burkina Faso,0,0,0
2/29/20,Burkina Faso,0,0,0
3/1/20,Burkina Faso,0,0,0
3/2/20,Burkina Faso,0,0,0
3/3/20,Burkina Faso,0,0,0
3/4/20,Burkina Faso,0,0,0
3/5/20,Burkina Faso,0,0,0
3/6/20,Burkina Faso,0,0,0
3/7/20,Burkina Faso,0,0,0
3/8/20,Burkina Faso,0,0,0
3/9/20,Burkina Faso,0,0,0
3/10/20,Burkina Faso,1,0,0
3/11/20,Burkina Faso,2,0,0
3/12/20,Burkina Faso,2,0,0
3/13/20,Burkina Faso,2,0,0
3/14/20,Burkina Faso,2,0,0
3/15/20,Burkina Faso,3,0,0
3/16/20,Burkina Faso,15,0,0
3/17/20,Burkina Faso,15,0,0
3/18/20,Burkina Faso,20,0,1
3/19/20,Burkina Faso,33,0,1
3/20/20,Burkina Faso,40,0,1
3/21/20,Burkina Faso,64,5,2
3/22/20,Burkina Faso,75,5,4
3/23/20,Burkina Faso,99,5,4
3/24/20,Burkina Faso,114,7,4
3/25/20,Burkina Faso,146,10,4
3/26/20,Burkina Faso,152,10,7
3/27/20,Burkina Faso,180,12,9
3/28/20,Burkina Faso,207,21,11
3/29/20,Burkina Faso,222,23,12
3/30/20,Burkina Faso,246,31,12
3/31/20,Burkina Faso,261,32,14
4/1/20,Burkina Faso,282,46,16
4/2/20,Burkina Faso,288,50,16
4/3/20,Burkina Faso,302,50,16
4/4/20,Burkina Faso,318,66,16
4/5/20,Burkina Faso,345,90,17
4/6/20,Burkina Faso,364,108,18
4/7/20,Burkina Faso,384,127,19
4/8/20,Burkina Faso,414,134,23
4/9/20,Burkina Faso,443,146,24
4/10/20,Burkina Faso,443,146,24
4/11/20,Burkina Faso,484,155,27
4/12/20,Burkina Faso,497,161,27
4/13/20,Burkina Faso,497,161,27
4/14/20,Burkina Faso,528,177,30
4/15/20,Burkina Faso,542,226,32
4/16/20,Burkina Faso,546,257,32
4/17/20,Burkina Faso,557,294,35
4/18/20,Burkina Faso,565,321,36
1/22/20,Burma,0,0,0
1/23/20,Burma,0,0,0
1/24/20,Burma,0,0,0
1/25/20,Burma,0,0,0
1/26/20,Burma,0,0,0
1/27/20,Burma,0,0,0
1/28/20,Burma,0,0,0
1/29/20,Burma,0,0,0
1/30/20,Burma,0,0,0
1/31/20,Burma,0,0,0
2/1/20,Burma,0,0,0
2/2/20,Burma,0,0,0
2/3/20,Burma,0,0,0
2/4/20,Burma,0,0,0
2/5/20,Burma,0,0,0
2/6/20,Burma,0,0,0
2/7/20,Burma,0,0,0
2/8/20,Burma,0,0,0
2/9/20,Burma,0,0,0
2/10/20,Burma,0,0,0
2/11/20,Burma,0,0,0
2/12/20,Burma,0,0,0
2/13/20,Burma,0,0,0
2/14/20,Burma,0,0,0
2/15/20,Burma,0,0,0
2/16/20,Burma,0,0,0
2/17/20,Burma,0,0,0
2/18/20,Burma,0,0,0
2/19/20,Burma,0,0,0
2/20/20,Burma,0,0,0
2/21/20,Burma,0,0,0
2/22/20,Burma,0,0,0
2/23/20,Burma,0,0,0
2/24/20,Burma,0,0,0
2/25/20,Burma,0,0,0
2/26/20,Burma,0,0,0
2/27/20,Burma,0,0,0
2/28/20,Burma,0,0,0
2/29/20,Burma,0,0,0
3/1/20,Burma,0,0,0
3/2/20,Burma,0,0,0
3/3/20,Burma,0,0,0
3/4/20,Burma,0,0,0
3/5/20,Burma,0,0,0
3/6/20,Burma,0,0,0
3/7/20,Burma,0,0,0
3/8/20,Burma,0,0,0
3/9/20,Burma,0,0,0
3/10/20,Burma,0,0,0
3/11/20,Burma,0,0,0
3/12/20,Burma,0,0,0
3/13/20,Burma,0,0,0
3/14/20,Burma,0,0,0
3/15/20,Burma,0,0,0
3/16/20,Burma,0,0,0
3/17/20,Burma,0,0,0
3/18/20,Burma,0,0,0
3/19/20,Burma,0,0,0
3/20/20,Burma,0,0,0
3/21/20,Burma,0,0,0
3/22/20,Burma,0,0,0
3/23/20,Burma,0,0,0
3/24/20,Burma,0,0,0
3/25/20,Burma,0,0,0
3/26/20,Burma,0,0,0
3/27/20,Burma,8,0,0
3/28/20,Burma,8,0,0
3/29/20,Burma,10,0,0
3/30/20,Burma,14,0,0
3/31/20,Burma,15,0,1
4/1/20,Burma,15,0,1
4/2/20,Burma,20,0,1
4/3/20,Burma,20,0,1
4/4/20,Burma,21,0,1
4/5/20,Burma,21,0,1
4/6/20,Burma,22,0,1
4/7/20,Burma,22,0,1
4/8/20,Burma,22,0,3
4/9/20,Burma,23,2,3
4/10/20,Burma,27,2,3
4/11/20,Burma,38,2,3
4/12/20,Burma,41,2,4
4/13/20,Burma,62,2,4
4/14/20,Burma,63,2,4
4/15/20,Burma,74,2,4
4/16/20,Burma,85,2,4
4/17/20,Burma,88,5,4
4/18/20,Burma,98,5,5
1/22/20,Burundi,0,0,0
1/23/20,Burundi,0,0,0
1/24/20,Burundi,0,0,0
1/25/20,Burundi,0,0,0
1/26/20,Burundi,0,0,0
1/27/20,Burundi,0,0,0
1/28/20,Burundi,0,0,0
1/29/20,Burundi,0,0,0
1/30/20,Burundi,0,0,0
1/31/20,Burundi,0,0,0
2/1/20,Burundi,0,0,0
2/2/20,Burundi,0,0,0
2/3/20,Burundi,0,0,0
2/4/20,Burundi,0,0,0
2/5/20,Burundi,0,0,0
2/6/20,Burundi,0,0,0
2/7/20,Burundi,0,0,0
2/8/20,Burundi,0,0,0
2/9/20,Burundi,0,0,0
2/10/20,Burundi,0,0,0
2/11/20,Burundi,0,0,0
2/12/20,Burundi,0,0,0
2/13/20,Burundi,0,0,0
2/14/20,Burundi,0,0,0
2/15/20,Burundi,0,0,0
2/16/20,Burundi,0,0,0
2/17/20,Burundi,0,0,0
2/18/20,Burundi,0,0,0
2/19/20,Burundi,0,0,0
2/20/20,Burundi,0,0,0
2/21/20,Burundi,0,0,0
2/22/20,Burundi,0,0,0
2/23/20,Burundi,0,0,0
2/24/20,Burundi,0,0,0
2/25/20,Burundi,0,0,0
2/26/20,Burundi,0,0,0
2/27/20,Burundi,0,0,0
2/28/20,Burundi,0,0,0
2/29/20,Burundi,0,0,0
3/1/20,Burundi,0,0,0
3/2/20,Burundi,0,0,0
3/3/20,Burundi,0,0,0
3/4/20,Burundi,0,0,0
3/5/20,Burundi,0,0,0
3/6/20,Burundi,0,0,0
3/7/20,Burundi,0,0,0
3/8/20,Burundi,0,0,0
3/9/20,Burundi,0,0,0
3/10/20,Burundi,0,0,0
3/11/20,Burundi,0,0,0
3/12/20,Burundi,0,0,0
3/13/20,Burundi,0,0,0
3/14/20,Burundi,0,0,0
3/15/20,Burundi,0,0,0
3/16/20,Burundi,0,0,0
3/17/20,Burundi,0,0,0
3/18/20,Burundi,0,0,0
3/19/20,Burundi,0,0,0
3/20/20,Burundi,0,0,0
3/21/20,Burundi,0,0,0
3/22/20,Burundi,0,0,0
3/23/20,Burundi,0,0,0
3/24/20,Burundi,0,0,0
3/25/20,Burundi,0,0,0
3/26/20,Burundi,0,0,0
3/27/20,Burundi,0,0,0
3/28/20,Burundi,0,0,0
3/29/20,Burundi,0,0,0
3/30/20,Burundi,0,0,0
3/31/20,Burundi,2,0,0
4/1/20,Burundi,2,0,0
4/2/20,Burundi,3,0,0
4/3/20,Burundi,3,0,0
4/4/20,Burundi,3,0,0
4/5/20,Burundi,3,0,0
4/6/20,Burundi,3,0,0
4/7/20,Burundi,3,0,0
4/8/20,Burundi,3,0,0
4/9/20,Burundi,3,0,0
4/10/20,Burundi,3,0,0
4/11/20,Burundi,5,0,0
4/12/20,Burundi,5,0,0
4/13/20,Burundi,5,0,1
4/14/20,Burundi,5,0,1
4/15/20,Burundi,5,0,1
4/16/20,Burundi,5,0,1
4/17/20,Burundi,5,0,1
4/18/20,Burundi,5,0,1
1/22/20,Cabo Verde,0,0,0
1/23/20,Cabo Verde,0,0,0
1/24/20,Cabo Verde,0,0,0
1/25/20,Cabo Verde,0,0,0
1/26/20,Cabo Verde,0,0,0
1/27/20,Cabo Verde,0,0,0
1/28/20,Cabo Verde,0,0,0
1/29/20,Cabo Verde,0,0,0
1/30/20,Cabo Verde,0,0,0
1/31/20,Cabo Verde,0,0,0
2/1/20,Cabo Verde,0,0,0
2/2/20,Cabo Verde,0,0,0
2/3/20,Cabo Verde,0,0,0
2/4/20,Cabo Verde,0,0,0
2/5/20,Cabo Verde,0,0,0
2/6/20,Cabo Verde,0,0,0
2/7/20,Cabo Verde,0,0,0
2/8/20,Cabo Verde,0,0,0
2/9/20,Cabo Verde,0,0,0
2/10/20,Cabo Verde,0,0,0
2/11/20,Cabo Verde,0,0,0
2/12/20,Cabo Verde,0,0,0
2/13/20,Cabo Verde,0,0,0
2/14/20,Cabo Verde,0,0,0
2/15/20,Cabo Verde,0,0,0
2/16/20,Cabo Verde,0,0,0
2/17/20,Cabo Verde,0,0,0
2/18/20,Cabo Verde,0,0,0
2/19/20,Cabo Verde,0,0,0
2/20/20,Cabo Verde,0,0,0
2/21/20,Cabo Verde,0,0,0
2/22/20,Cabo Verde,0,0,0
2/23/20,Cabo Verde,0,0,0
2/24/20,Cabo Verde,0,0,0
2/25/20,Cabo Verde,0,0,0
2/26/20,Cabo Verde,0,0,0
2/27/20,Cabo Verde,0,0,0
2/28/20,Cabo Verde,0,0,0
2/29/20,Cabo Verde,0,0,0
3/1/20,Cabo Verde,0,0,0
3/2/20,Cabo Verde,0,0,0
3/3/20,Cabo Verde,0,0,0
3/4/20,Cabo Verde,0,0,0
3/5/20,Cabo Verde,0,0,0
3/6/20,Cabo Verde,0,0,0
3/7/20,Cabo Verde,0,0,0
3/8/20,Cabo Verde,0,0,0
3/9/20,Cabo Verde,0,0,0
3/10/20,Cabo Verde,0,0,0
3/11/20,Cabo Verde,0,0,0
3/12/20,Cabo Verde,0,0,0
3/13/20,Cabo Verde,0,0,0
3/14/20,Cabo Verde,0,0,0
3/15/20,Cabo Verde,0,0,0
3/16/20,Cabo Verde,0,0,0
3/17/20,Cabo Verde,0,0,0
3/18/20,Cabo Verde,0,0,0
3/19/20,Cabo Verde,0,0,0
3/20/20,Cabo Verde,1,0,0
3/21/20,Cabo Verde,3,0,0
3/22/20,Cabo Verde,3,0,0
3/23/20,Cabo Verde,3,0,0
3/24/20,Cabo Verde,3,0,1
3/25/20,Cabo Verde,4,0,1
3/26/20,Cabo Verde,4,0,1
3/27/20,Cabo Verde,5,0,1
3/28/20,Cabo Verde,5,0,1
3/29/20,Cabo Verde,6,0,1
3/30/20,Cabo Verde,6,0,1
3/31/20,Cabo Verde,6,0,1
4/1/20,Cabo Verde,6,0,1
4/2/20,Cabo Verde,6,0,1
4/3/20,Cabo Verde,6,0,1
4/4/20,Cabo Verde,7,0,1
4/5/20,Cabo Verde,7,0,1
4/6/20,Cabo Verde,7,1,1
4/7/20,Cabo Verde,7,1,1
4/8/20,Cabo Verde,7,1,1
4/9/20,Cabo Verde,7,1,1
4/10/20,Cabo Verde,7,1,1
4/11/20,Cabo Verde,8,1,1
4/12/20,Cabo Verde,8,1,1
4/13/20,Cabo Verde,10,1,1
4/14/20,Cabo Verde,11,1,1
4/15/20,Cabo Verde,56,1,1
4/16/20,Cabo Verde,56,1,1
4/17/20,Cabo Verde,56,1,1
4/18/20,Cabo Verde,58,1,1
1/22/20,Cambodia,0,0,0
1/23/20,Cambodia,0,0,0
1/24/20,Cambodia,0,0,0
1/25/20,Cambodia,0,0,0
1/26/20,Cambodia,0,0,0
1/27/20,Cambodia,1,0,0
1/28/20,Cambodia,1,0,0
1/29/20,Cambodia,1,0,0
1/30/20,Cambodia,1,0,0
1/31/20,Cambodia,1,0,0
2/1/20,Cambodia,1,0,0
2/2/20,Cambodia,1,0,0
2/3/20,Cambodia,1,0,0
2/4/20,Cambodia,1,0,0
2/5/20,Cambodia,1,0,0
2/6/20,Cambodia,1,0,0
2/7/20,Cambodia,1,0,0
2/8/20,Cambodia,1,0,0
2/9/20,Cambodia,1,0,0
2/10/20,Cambodia,1,0,0
2/11/20,Cambodia,1,0,0
2/12/20,Cambodia,1,1,0
2/13/20,Cambodia,1,1,0
2/14/20,Cambodia,1,1,0
2/15/20,Cambodia,1,1,0
2/16/20,Cambodia,1,1,0
2/17/20,Cambodia,1,1,0
2/18/20,Cambodia,1,1,0
2/19/20,Cambodia,1,1,0
2/20/20,Cambodia,1,1,0
2/21/20,Cambodia,1,1,0
2/22/20,Cambodia,1,1,0
2/23/20,Cambodia,1,1,0
2/24/20,Cambodia,1,1,0
2/25/20,Cambodia,1,1,0
2/26/20,Cambodia,1,1,0
2/27/20,Cambodia,1,1,0
2/28/20,Cambodia,1,1,0
2/29/20,Cambodia,1,1,0
3/1/20,Cambodia,1,1,0
3/2/20,Cambodia,1,1,0
3/3/20,Cambodia,1,1,0
3/4/20,Cambodia,1,1,0
3/5/20,Cambodia,1,1,0
3/6/20,Cambodia,1,1,0
3/7/20,Cambodia,1,1,0
3/8/20,Cambodia,2,1,0
3/9/20,Cambodia,2,1,0
3/10/20,Cambodia,2,1,0
3/11/20,Cambodia,3,1,0
3/12/20,Cambodia,3,1,0
3/13/20,Cambodia,5,1,0
3/14/20,Cambodia,7,1,0
3/15/20,Cambodia,7,1,0
3/16/20,Cambodia,7,1,0
3/17/20,Cambodia,33,1,0
3/18/20,Cambodia,35,1,0
3/19/20,Cambodia,37,1,0
3/20/20,Cambodia,51,1,0
3/21/20,Cambodia,53,1,0
3/22/20,Cambodia,84,1,0
3/23/20,Cambodia,87,1,0
3/24/20,Cambodia,91,4,0
3/25/20,Cambodia,96,10,0
3/26/20,Cambodia,96,10,0
3/27/20,Cambodia,99,11,0
3/28/20,Cambodia,99,13,0
3/29/20,Cambodia,103,21,0
3/30/20,Cambodia,107,21,0
3/31/20,Cambodia,109,23,0
4/1/20,Cambodia,109,25,0
4/2/20,Cambodia,110,34,0
4/3/20,Cambodia,114,35,0
4/4/20,Cambodia,114,50,0
4/5/20,Cambodia,114,50,0
4/6/20,Cambodia,114,53,0
4/7/20,Cambodia,115,58,0
4/8/20,Cambodia,117,63,0
4/9/20,Cambodia,119,62,0
4/10/20,Cambodia,119,72,0
4/11/20,Cambodia,120,75,0
4/12/20,Cambodia,122,77,0
4/13/20,Cambodia,122,77,0
4/14/20,Cambodia,122,91,0
4/15/20,Cambodia,122,96,0
4/16/20,Cambodia,122,98,0
4/17/20,Cambodia,122,98,0
4/18/20,Cambodia,122,103,0
1/22/20,Cameroon,0,0,0
1/23/20,Cameroon,0,0,0
1/24/20,Cameroon,0,0,0
1/25/20,Cameroon,0,0,0
1/26/20,Cameroon,0,0,0
1/27/20,Cameroon,0,0,0
1/28/20,Cameroon,0,0,0
1/29/20,Cameroon,0,0,0
1/30/20,Cameroon,0,0,0
1/31/20,Cameroon,0,0,0
2/1/20,Cameroon,0,0,0
2/2/20,Cameroon,0,0,0
2/3/20,Cameroon,0,0,0
2/4/20,Cameroon,0,0,0
2/5/20,Cameroon,0,0,0
2/6/20,Cameroon,0,0,0
2/7/20,Cameroon,0,0,0
2/8/20,Cameroon,0,0,0
2/9/20,Cameroon,0,0,0
2/10/20,Cameroon,0,0,0
2/11/20,Cameroon,0,0,0
2/12/20,Cameroon,0,0,0
2/13/20,Cameroon,0,0,0
2/14/20,Cameroon,0,0,0
2/15/20,Cameroon,0,0,0
2/16/20,Cameroon,0,0,0
2/17/20,Cameroon,0,0,0
2/18/20,Cameroon,0,0,0
2/19/20,Cameroon,0,0,0
2/20/20,Cameroon,0,0,0
2/21/20,Cameroon,0,0,0
2/22/20,Cameroon,0,0,0
2/23/20,Cameroon,0,0,0
2/24/20,Cameroon,0,0,0
2/25/20,Cameroon,0,0,0
2/26/20,Cameroon,0,0,0
2/27/20,Cameroon,0,0,0
2/28/20,Cameroon,0,0,0
2/29/20,Cameroon,0,0,0
3/1/20,Cameroon,0,0,0
3/2/20,Cameroon,0,0,0
3/3/20,Cameroon,0,0,0
3/4/20,Cameroon,0,0,0
3/5/20,Cameroon,0,0,0
3/6/20,Cameroon,1,0,0
3/7/20,Cameroon,1,0,0
3/8/20,Cameroon,2,0,0
3/9/20,Cameroon,2,0,0
3/10/20,Cameroon,2,0,0
3/11/20,Cameroon,2,0,0
3/12/20,Cameroon,2,0,0
3/13/20,Cameroon,2,0,0
3/14/20,Cameroon,2,0,0
3/15/20,Cameroon,2,0,0
3/16/20,Cameroon,4,0,0
3/17/20,Cameroon,10,0,0
3/18/20,Cameroon,10,0,0
3/19/20,Cameroon,13,0,0
3/20/20,Cameroon,20,0,0
3/21/20,Cameroon,27,0,0
3/22/20,Cameroon,40,0,0
3/23/20,Cameroon,56,0,0
3/24/20,Cameroon,66,0,0
3/25/20,Cameroon,75,2,1
3/26/20,Cameroon,75,2,1
3/27/20,Cameroon,91,2,2
3/28/20,Cameroon,91,2,2
3/29/20,Cameroon,139,5,6
3/30/20,Cameroon,139,5,6
3/31/20,Cameroon,193,5,6
4/1/20,Cameroon,233,10,6
4/2/20,Cameroon,306,10,7
4/3/20,Cameroon,509,17,8
4/4/20,Cameroon,555,17,9
4/5/20,Cameroon,650,17,9
4/6/20,Cameroon,658,17,9
4/7/20,Cameroon,658,43,9
4/8/20,Cameroon,730,60,10
4/9/20,Cameroon,730,60,10
4/10/20,Cameroon,820,98,12
4/11/20,Cameroon,820,98,12
4/12/20,Cameroon,820,98,12
4/13/20,Cameroon,820,98,12
4/14/20,Cameroon,848,130,14
4/15/20,Cameroon,848,165,17
4/16/20,Cameroon,996,164,22
4/17/20,Cameroon,996,164,22
4/18/20,Cameroon,1017,177,22
1/22/20,Canada,0,,0
1/23/20,Canada,0,,0
1/24/20,Canada,0,,0
1/25/20,Canada,0,,0
1/26/20,Canada,0,,0
1/27/20,Canada,0,,0
1/28/20,Canada,0,,0
1/29/20,Canada,0,,0
1/30/20,Canada,0,,0
1/31/20,Canada,0,,0
2/1/20,Canada,0,,0
2/2/20,Canada,0,,0
2/3/20,Canada,0,,0
2/4/20,Canada,0,,0
2/5/20,Canada,0,,0
2/6/20,Canada,0,,0
2/7/20,Canada,0,,0
2/8/20,Canada,0,,0
2/9/20,Canada,0,,0
2/10/20,Canada,0,,0
2/11/20,Canada,0,,0
2/12/20,Canada,0,,0
2/13/20,Canada,0,,0
2/14/20,Canada,0,,0
2/15/20,Canada,0,,0
2/16/20,Canada,0,,0
2/17/20,Canada,0,,0
2/18/20,Canada,0,,0
2/19/20,Canada,0,,0
2/20/20,Canada,0,,0
2/21/20,Canada,0,,0
2/22/20,Canada,0,,0
2/23/20,Canada,0,,0
2/24/20,Canada,0,,0
2/25/20,Canada,0,,0
2/26/20,Canada,0,,0
2/27/20,Canada,0,,0
2/28/20,Canada,0,,0
2/29/20,Canada,0,,0
3/1/20,Canada,0,,0
3/2/20,Canada,0,,0
3/3/20,Canada,0,,0
3/4/20,Canada,0,,0
3/5/20,Canada,0,,0
3/6/20,Canada,1,,0
3/7/20,Canada,2,,0
3/8/20,Canada,4,,0
3/9/20,Canada,7,,0
3/10/20,Canada,7,,0
3/11/20,Canada,19,,0
3/12/20,Canada,19,,0
3/13/20,Canada,29,,0
3/14/20,Canada,29,,0
3/15/20,Canada,39,,0
3/16/20,Canada,56,,0
3/17/20,Canada,74,,0
3/18/20,Canada,97,,0
3/19/20,Canada,119,,0
3/20/20,Canada,146,,1
3/21/20,Canada,195,,1
3/22/20,Canada,259,,1
3/23/20,Canada,301,,1
3/24/20,Canada,359,,1
3/25/20,Canada,358,,2
3/26/20,Canada,486,,2
3/27/20,Canada,542,,2
3/28/20,Canada,542,,2
3/29/20,Canada,621,,2
3/30/20,Canada,661,,3
3/31/20,Canada,690,,8
4/1/20,Canada,754,,9
4/2/20,Canada,969,,13
4/3/20,Canada,969,,13
4/4/20,Canada,1075,,18
4/5/20,Canada,1181,,20
4/6/20,Canada,1250,,23
4/7/20,Canada,1373,,24
4/8/20,Canada,1373,,26
4/9/20,Canada,1423,,29
4/10/20,Canada,1451,,32
4/11/20,Canada,1567,,40
4/12/20,Canada,1567,,40
4/13/20,Canada,1732,,46
4/14/20,Canada,1870,,48
4/15/20,Canada,1870,,48
4/16/20,Canada,1996,,48
4/17/20,Canada,2397,,50
4/18/20,Canada,2562,,51
1/22/20,Canada,0,,0
1/23/20,Canada,0,,0
1/24/20,Canada,0,,0
1/25/20,Canada,0,,0
1/26/20,Canada,0,,0
1/27/20,Canada,0,,0
1/28/20,Canada,1,,0
1/29/20,Canada,1,,0
1/30/20,Canada,1,,0
1/31/20,Canada,1,,0
2/1/20,Canada,1,,0
2/2/20,Canada,1,,0
2/3/20,Canada,1,,0
2/4/20,Canada,1,,0
2/5/20,Canada,2,,0
2/6/20,Canada,2,,0
2/7/20,Canada,4,,0
2/8/20,Canada,4,,0
2/9/20,Canada,4,,0
2/10/20,Canada,4,,0
2/11/20,Canada,4,,0
2/12/20,Canada,4,,0
2/13/20,Canada,4,,0
2/14/20,Canada,4,,0
2/15/20,Canada,4,,0
2/16/20,Canada,4,,0
2/17/20,Canada,5,,0
2/18/20,Canada,5,,0
2/19/20,Canada,5,,0
2/20/20,Canada,5,,0
2/21/20,Canada,6,,0
2/22/20,Canada,6,,0
2/23/20,Canada,6,,0
2/24/20,Canada,6,,0
2/25/20,Canada,7,,0
2/26/20,Canada,7,,0
2/27/20,Canada,7,,0
2/28/20,Canada,7,,0
2/29/20,Canada,8,,0
3/1/20,Canada,8,,0
3/2/20,Canada,8,,0
3/3/20,Canada,9,,0
3/4/20,Canada,12,,0
3/5/20,Canada,13,,0
3/6/20,Canada,21,,0
3/7/20,Canada,21,,0
3/8/20,Canada,27,,0
3/9/20,Canada,32,,1
3/10/20,Canada,32,,1
3/11/20,Canada,39,,1
3/12/20,Canada,46,,1
3/13/20,Canada,64,,1
3/14/20,Canada,64,,1
3/15/20,Canada,73,,1
3/16/20,Canada,103,,4
3/17/20,Canada,103,,4
3/18/20,Canada,186,,7
3/19/20,Canada,231,,7
3/20/20,Canada,271,,8
3/21/20,Canada,424,,10
3/22/20,Canada,424,,10
3/23/20,Canada,472,,13
3/24/20,Canada,617,,13
3/25/20,Canada,617,,13
3/26/20,Canada,725,,14
3/27/20,Canada,725,,14
3/28/20,Canada,884,,17
3/29/20,Canada,884,,17
3/30/20,Canada,970,,19
3/31/20,Canada,1013,,24
4/1/20,Canada,1013,,24
4/2/20,Canada,1121,,31
4/3/20,Canada,1174,,31
4/4/20,Canada,1203,,38
4/5/20,Canada,1203,,38
4/6/20,Canada,1266,,38
4/7/20,Canada,1266,,39
4/8/20,Canada,1291,,43
4/9/20,Canada,1336,,48
4/10/20,Canada,1370,,50
4/11/20,Canada,1445,,58
4/12/20,Canada,1445,,58
4/13/20,Canada,1490,,69
4/14/20,Canada,1490,,69
4/15/20,Canada,1517,,72
4/16/20,Canada,1561,,75
4/17/20,Canada,1575,,77
4/18/20,Canada,1618,,78
1/22/20,Canada,0,,0
1/23/20,Canada,0,,0
1/24/20,Canada,0,,0
1/25/20,Canada,0,,0
1/26/20,Canada,0,,0
1/27/20,Canada,0,,0
1/28/20,Canada,0,,0
1/29/20,Canada,0,,0
1/30/20,Canada,0,,0
1/31/20,Canada,0,,0
2/1/20,Canada,0,,0
2/2/20,Canada,0,,0
2/3/20,Canada,0,,0
2/4/20,Canada,0,,0
2/5/20,Canada,0,,0
2/6/20,Canada,0,,0
2/7/20,Canada,0,,0
2/8/20,Canada,0,,0
2/9/20,Canada,0,,0
2/10/20,Canada,0,,0
2/11/20,Canada,0,,0
2/12/20,Canada,0,,0
2/13/20,Canada,0,,0
2/14/20,Canada,0,,0
2/15/20,Canada,0,,0
2/16/20,Canada,0,,0
2/17/20,Canada,0,,0
2/18/20,Canada,0,,0
2/19/20,Canada,0,,0
2/20/20,Canada,0,,0
2/21/20,Canada,0,,0
2/22/20,Canada,0,,0
2/23/20,Canada,0,,0
2/24/20,Canada,0,,0
2/25/20,Canada,0,,0
2/26/20,Canada,0,,0
2/27/20,Canada,0,,0
2/28/20,Canada,0,,0
2/29/20,Canada,0,,0
3/1/20,Canada,0,,0
3/2/20,Canada,0,,0
3/3/20,Canada,0,,0
3/4/20,Canada,0,,0
3/5/20,Canada,0,,0
3/6/20,Canada,0,,0
3/7/20,Canada,0,,0
3/8/20,Canada,0,,0
3/9/20,Canada,0,,0
3/10/20,Canada,0,,0
3/11/20,Canada,0,,0
3/12/20,Canada,0,,0
3/13/20,Canada,0,,0
3/14/20,Canada,0,,0
3/15/20,Canada,0,,0
3/16/20,Canada,0,,0
3/17/20,Canada,0,,0
3/18/20,Canada,0,,0
3/19/20,Canada,0,,0
3/20/20,Canada,0,,0
3/21/20,Canada,0,,0
3/22/20,Canada,0,,1
3/23/20,Canada,0,,1
3/24/20,Canada,0,,1
3/25/20,Canada,0,,1
3/26/20,Canada,0,,1
3/27/20,Canada,0,,1
3/28/20,Canada,0,,1
3/29/20,Canada,0,,1
3/30/20,Canada,0,,1
3/31/20,Canada,0,,1
4/1/20,Canada,0,,1
4/2/20,Canada,0,,1
4/3/20,Canada,0,,1
4/4/20,Canada,0,,1
4/5/20,Canada,0,,1
4/6/20,Canada,0,,1
4/7/20,Canada,0,,1
4/8/20,Canada,0,,1
4/9/20,Canada,0,,1
4/10/20,Canada,0,,1
4/11/20,Canada,0,,1
1/22/20,Canada,0,,0
1/23/20,Canada,0,,0
1/24/20,Canada,0,,0
1/25/20,Canada,0,,0
1/26/20,Canada,0,,0
1/27/20,Canada,0,,0
1/28/20,Canada,0,,0
1/29/20,Canada,0,,0
1/30/20,Canada,0,,0
1/31/20,Canada,0,,0
2/1/20,Canada,0,,0
2/2/20,Canada,0,,0
2/3/20,Canada,0,,0
2/4/20,Canada,0,,0
2/5/20,Canada,0,,0
2/6/20,Canada,0,,0
2/7/20,Canada,0,,0
2/8/20,Canada,0,,0
2/9/20,Canada,0,,0
2/10/20,Canada,0,,0
2/11/20,Canada,0,,0
2/12/20,Canada,0,,0
2/13/20,Canada,0,,0
2/14/20,Canada,0,,0
2/15/20,Canada,0,,0
2/16/20,Canada,0,,0
2/17/20,Canada,0,,0
2/18/20,Canada,0,,0
2/19/20,Canada,0,,0
2/20/20,Canada,0,,0
2/21/20,Canada,0,,0
2/22/20,Canada,0,,0
2/23/20,Canada,0,,0
2/24/20,Canada,0,,0
2/25/20,Canada,0,,0
2/26/20,Canada,0,,0
2/27/20,Canada,0,,0
2/28/20,Canada,0,,0
2/29/20,Canada,0,,0
3/1/20,Canada,0,,0
3/2/20,Canada,0,,0
3/3/20,Canada,0,,0
3/4/20,Canada,0,,0
3/5/20,Canada,0,,0
3/6/20,Canada,0,,0
3/7/20,Canada,0,,0
3/8/20,Canada,0,,0
3/9/20,Canada,0,,0
3/10/20,Canada,0,,0
3/11/20,Canada,0,,0
3/12/20,Canada,0,,0
3/13/20,Canada,2,,0
3/14/20,Canada,2,,0
3/15/20,Canada,2,,0
3/16/20,Canada,2,,0
3/17/20,Canada,8,,0
3/18/20,Canada,9,,0
3/19/20,Canada,9,,0
3/20/20,Canada,10,,0
3/21/20,Canada,10,,0
3/22/20,Canada,13,,0
3/23/20,Canada,13,,0
